,Kq,angle/90,h/lo,D/lo,d/lo,u/lo,s/lo,a/a_smooth_Bor
0,37.135239177803,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,5.0274273688082
1,79.212191259474,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,6.5306559719138
2,194.22417802063,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,6.9053246645692
3,433.07998710425005,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.5553651335076
4,684.28817345722,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.3541686920075
5,1146.8907994832,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,6.0633854256464
6,1427.0672537737,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,5.2278180508347
7,2044.838523194,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,4.5316229299178
8,2227.329466801,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,4.5151312795123
9,2742.1306027435003,1.0,0.16780756478776998,0.071917527766185,0.06792210955695299,0.055935854929254986,0.07111844412433901,4.9369257804223
10,157.24200276033,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,18.920781895265
11,440.29501697176005,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,11.065551801308
12,697.65242806662,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,9.9817799071308
13,1045.2817546285,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.8648073502562
14,1404.4773667952,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.1525494717487
15,1893.6017670221,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.3118067955285
16,2503.8403020038,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,6.486610165560499
17,3051.8938816572,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,6.9290240062061
18,3461.9064357484003,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.4929318834094
19,3904.324416835,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.4302565998174
20,4328.8942663122,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.6903747959784985
21,4858.3356407890005,0.83333333333333,0.13584421911391,0.027967927464628,0.06792210955695299,0.055935854929254986,0.07111844412433901,7.991917981736702
22,14.103530108599,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,2.9166577272963
23,31.727552134698,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.5475759082753
24,58.330037774816,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.9420701212929
25,89.051521400607,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,4.3376203462897
26,131.56751315041998,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,4.3597209392565
27,235.48883190159,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,4.3978130878482
28,298.67596698597,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,4.3116750025303
29,367.27234066653,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,4.0681711724674
30,440.77815915898,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.954154147026
31,536.1869068342401,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.6954103530461
32,615.81027499931,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.5597807611589
33,718.03279369437,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.4934984233134
34,824.94003705545,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.3934121882781
35,932.93660628213,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.4445918248462
36,1075.4264189753,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.323487178074
37,1193.7254688192,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.249133663693
38,1056.2348394864,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.4042046597612
39,939.26317190649,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033871,0.04794501851079,0.07990836418465,3.6028495939219
