,q,sample,Kq,angle/90,h/lo,D/lo,d/lo,liquid,a/a_smooth_Kut,Pr,P,a/a_smooth_Lab,a/a_smooth_Bor
34,514285.71,6,3233.15063670909,0.966666666666667,0.123857964486208,0.0251711347181648,0.0387555566295553,вода,1.66626788287386,1.75,101325,1.80125489776195,1.49477708812488
35,34877.23,7,219.262048679419,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,2.83909811936687,1.75,101325,2.8057911276472,2.32839466356603
36,43750.0,7,275.042330762064,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,2.64199579483857,1.75,101325,2.63080258540663,2.18317986695364
37,57142.86,7,359.23898058995,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,2.30365680441567,1.75,101325,2.31440866952659,1.92061937267423
38,72321.43,7,454.661821057039,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,2.17802005730988,1.75,101325,2.20543524654805,1.83018743209477
39,89285.71,7,561.31085216333,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,2.12352868979498,1.75,101325,2.16541463414221,1.7969761999969
40,108035.71,7,679.186136775643,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,2.04996031639481,1.75,101325,2.10371983158706,1.74577857248155
41,128571.43,7,808.287674893978,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.98458640549277,1.75,101325,2.04847985441232,1.69993750227437
42,150892.86,7,948.615403651515,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.89048993320195,1.75,101325,1.96179457011436,1.62800144424772
43,175000.0,7,1100.16932304825,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.85676583559289,1.75,101325,1.93634144394833,1.60687908679493
44,200892.86,7,1262.94949595102,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.85500702570957,1.75,101325,1.94342556578996,1.61275786776674
45,228571.43,7,1436.95585949298,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.85148637357299,1.75,101325,1.94810093295954,1.61663773603654
46,258035.71,7,1622.18841367415,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.83253172579763,1.75,101325,1.93596587859822,1.60656742269833
47,289285.71,7,1818.64722136134,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.82705166556714,1.75,101325,1.93754559218142,1.60787835302413
48,322321.43,7,2026.33228255455,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.86006031842205,1.75,101325,1.97967334936776,1.64283820589918
49,357142.86,7,2245.24353438696,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.82597467558963,1.75,101325,1.95005271576542,1.6182574291865
50,393750.0,7,2475.38097685857,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.77076213890729,1.75,101325,1.89724950966568,1.57443852118214
51,432142.86,7,2716.74467283621,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.76383840970015,1.75,101325,1.89570130809977,1.5731537412038
52,472321.43,7,2969.33455945305,0.966666666666667,0.0799083641846501,0.0183789237624695,0.0295660947483205,вода,1.7780921619382,1.75,101325,1.91669227259718,1.59057315964778
