,q,sample,Kq,angle/90,h/lo,D/lo,d/lo,liquid,a/a_smooth_Kut,Pr,P,a/a_smooth_Lab,a/a_smooth_Bor
53,57142.86,8,359.23898058995,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,3.18306177670411,1.75,101325,3.19791809158454,2.65380246790165
54,72321.43,8,454.661821057039,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,3.15437311445099,1.75,101325,3.19407786169159,2.65061564094882
55,89285.71,8,561.31085216333,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,3.01380449639766,1.75,101325,3.07325085472386,2.55034696611192
56,108035.71,8,679.186136775643,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.76378668863179,1.75,101325,2.8362660587383,2.35368438175847
57,128571.43,8,808.287674893978,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.53471704633959,1.75,101325,2.61632186519636,2.1711629953733
58,150892.86,8,948.615403651515,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.35443950812847,1.75,101325,2.44324318346726,2.02753310256192
59,175000.0,8,1100.16932304825,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.27857829415418,1.75,101325,2.37623156333172,1.97192329711951
60,200892.86,8,1262.94949595102,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.1677700942611,1.75,101325,2.27109642365393,1.88467656810718
61,228571.43,8,1436.95585949298,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.16927849919665,1.75,101325,2.2824761383357,1.89412006041737
62,258035.71,8,1622.18841367415,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.14938688585846,1.75,101325,2.27070539208116,1.88435206931668
63,289285.71,8,1818.64722136134,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.12948210725873,1.75,101325,2.25826600763783,1.87402920669497
64,322321.43,8,2026.33228255455,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.10969218757911,1.75,101325,2.24535804444385,1.86331749251133
65,357142.86,8,2245.24353438696,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.09010917444301,1.75,101325,2.2321355965973,1.85234480224162
66,393750.0,8,2475.38097685857,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.07080027828394,1.75,101325,2.21871968361271,1.84121156431368
67,432142.86,8,2716.74467283621,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.08216447933673,1.75,101325,2.23782513491614,1.85706628365526
68,472321.43,8,2969.33455945305,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.07699531792913,1.75,101325,2.23889456424793,1.85795375297707
69,514285.71,8,3233.15063670909,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.08576436623216,1.75,101325,2.25473545932677,1.87109936998478
70,558035.71,8,3508.19296747116,0.966666666666667,0.0918946188123476,0.0139839637323138,0.0219748001507788,вода,2.1225557810968,1.75,101325,2.30076033464428,1.90929325869753
71,43750.0,9,275.042330762064,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,3.76626011739099,1.75,101325,3.75030379439022,3.11220149481762
72,57142.86,9,359.23898058995,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,3.60148933793238,1.75,101325,3.61829858116932,3.00265655007892
73,72321.43,9,454.661821057039,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,3.13038731448325,1.75,101325,3.16979014749541,2.63046040431435
74,89285.71,9,561.31085216333,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.8474522943692,1.75,101325,2.90361740713951,2.40957611177932
75,108035.71,9,679.186136775643,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.42462727225333,1.75,101325,2.48821230150282,2.06485086774677
76,128571.43,9,808.287674893978,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.52165547566956,1.75,101325,2.60283977930153,2.15997484364599
77,150892.86,9,948.615403651515,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.42679988304654,1.75,101325,2.51833281399773,2.08984647054341
78,175000.0,9,1100.16932304825,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.39556144237987,1.75,101325,2.49822827062283,2.07316265147853
79,200892.86,9,1262.94949595102,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.34010100760326,1.75,101325,2.45164145562597,2.03450243534113
80,228571.43,9,1436.95585949298,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.382647528606,1.75,101325,2.50697922471537,2.08042465847876
81,258035.71,9,1622.18841367415,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.30555642082852,1.75,101325,2.43568965222922,2.02126478071415
82,289285.71,9,1818.64722136134,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.21647420496009,1.75,101325,2.35051909419932,1.95058572308377
83,322321.43,9,2026.33228255455,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.26940396177898,1.75,101325,2.41534024331789,2.00437775920745
84,357142.86,9,2245.24353438696,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.20449105307036,1.75,101325,2.35428991562125,1.95371495119686
85,393750.0,9,2475.38097685857,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.25131337418734,1.75,101325,2.41212701662826,2.00171125285092
86,432142.86,9,2716.74467283621,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.18902587286291,1.75,101325,2.35267538558473,1.95237512832688
87,472321.43,9,2969.33455945305,0.966666666666667,0.0878992006031151,0.0087899200603115,0.0151825891950835,вода,2.23084685679844,1.75,101325,2.40473864251919,1.99557998717029
88,11285.48757,11,70.9482698294651,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.57908982705162,1.75,101325,1.50296101608168,1.2472369646157
89,32599.18886,11,204.940728800162,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.19723988119415,1.75,101325,1.18053337890443,0.979669367586748
90,79188.85558,11,497.835140779512,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.32168199129892,1.75,101325,1.34237125606671,1.11397104308727
91,144664.96209,11,909.462590922038,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.46090704585057,1.75,101325,1.51388039542907,1.25629844618908
92,205079.88009,11,1289.27195913961,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.52386206747421,1.75,101325,1.59759476872952,1.3257690843046
93,301886.79245,11,1897.86621763957,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.57318478224896,1.75,101325,1.6706984763881,1.38643442789412
94,408340.68066,11,2567.10794408443,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.60631021506489,1.75,101325,1.72313926532339,1.42995258286544
95,517933.34509,11,3256.08215801019,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.59308999117209,1.75,101325,1.7225545109845,1.42946732262325
96,634103.33275,11,3986.4059104812,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.53185727023424,1.75,101325,1.66755630197924,1.38382688449807
97,759100.68771,11,4772.224512705,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.5246807924805,1.75,101325,1.66972818487279,1.38562922840365
98,872804.09099,11,5487.04163393266,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.44855587368335,1.75,101325,1.5937591089715,1.32258604989273
99,944726.50326,11,5939.19495747028,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.42796428303459,1.75,101325,1.57525578838583,1.30723101063646
100,1019210.0,11,6407.4490042515,1.0,0.0599312731384876,0.0199770910461625,0.0439496003015575,вода,1.42545206203247,1.75,101325,1.57646720933817,1.3082363121548
101,5189.47638,12,32.62458694834,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,3.90378833849516,1.75,101325,3.62060030027055,3.00456663897311
102,24196.13366,12,152.11339422347,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.44141675609173,1.75,101325,1.40725014318812,1.16781099327567
103,47841.76162,12,300.765934256636,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.31053758514439,1.75,101325,1.30888027278057,1.08617844441781
104,103310.71566,12,649.48160063596,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.55076484031903,1.75,101325,1.58906255618946,1.31868860067525
105,176013.31456,12,1106.53970929688,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.48246343533896,1.75,101325,1.54629509100371,1.28319788408858
106,242734.60504,12,1525.99523489853,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.52005120295317,1.75,101325,1.60257910748458,1.32990535362428
107,312702.5989,12,1965.86175169853,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.47130162610222,1.75,101325,1.56433453834073,1.29816797665866
108,386621.43131,12,2430.56593348726,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.37086305812397,1.75,101325,1.46789099684065,1.21813399795245
109,475329.6633,12,2988.24636512866,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.28565707717996,1.75,101325,1.3861657954225,1.15031408043049
110,546921.00883,12,3438.31837740211,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.22499895021974,1.75,101325,1.32695666284144,1.10117919402441
111,655916.01588,12,4123.5353095269,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.21497199669228,1.75,101325,1.32409174739855,1.09880173486038
112,743804.37844,12,4676.06148290664,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.18192250110553,1.75,101325,1.29348429814501,1.07340204605066
113,808436.81987,12,5082.38507910664,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.16759984267145,1.75,101325,1.28136374935077,1.06334377020328
114,901972.98681,12,5670.41720175183,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.15062969887033,1.75,101325,1.26735680126029,1.05172005991874
115,942683.39521,12,5926.35058718295,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.15261503322948,1.75,101325,1.27141308755653,1.05508618196289
116,1001120.0,12,6293.72292965754,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.12839490832775,1.75,101325,1.24719451375978,1.03498832170812
117,1031950.0,12,6487.54133096941,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.19115514184925,1.75,101325,1.31789402099757,1.09365853195547
118,1088310.0,12,6841.85871980941,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.15068965362163,1.75,101325,1.27538165218023,1.05837950789894
119,1170360.0,12,7357.68096527289,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.24414877957984,1.75,101325,1.38231335191999,1.14711711797503
120,1276850.0,12,8027.14971505237,1.0,0.0359587638830925,0.0199770910461625,0.0439496003015575,вода,1.20718802556139,1.75,101325,1.34514711435135,1.11627459788616
121,3813.33333,14,23.9732134184197,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,4.80324060182011,1.75,101325,4.40928363711975,3.65905800672614
122,13153.84615,14,82.6940457961508,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.37310597262949,1.75,101325,1.31359862200215,1.09009398147975
123,39240.0,14,246.689395636649,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.27077024566038,1.75,101325,1.26080582570621,1.04628371208409
124,83234.46154,14,523.268578324273,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.38508016554889,1.75,101325,1.40910022865912,1.16934629256982
125,163853.53846,14,1030.09506563771,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.51640820533858,1.75,101325,1.57793165719091,1.3094515888487
126,265294.35897,14,1667.82123038026,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.53469402376158,1.75,101325,1.62281721154702,1.34670000844921
127,382720.0,14,2406.0388760973,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.6391141547838,1.75,101325,1.75453529336182,1.45600667628014
128,544000.0,14,3419.95492421857,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.45989955557964,1.75,101325,1.58112598351972,1.31210241068088
129,626051.28205,14,3935.78522952252,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.4479116844299,1.75,101325,1.57550313796891,1.30743627447224
130,720000.0,14,4526.41092911282,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.39469185168587,1.75,101325,1.52468297023944,1.26526299714706
131,820512.82051,14,5158.30305310229,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.4406636056111,1.75,101325,1.58181479581429,1.31267402374753
132,925624.61538,14,5819.10746571095,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.47929244159611,1.75,101325,1.63076758675829,1.35329765252643
133,1107690.0,14,6963.69461398469,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.54170814531276,1.75,101325,1.70977768305016,1.4188644314506
134,136938.33884,16,860.887768805459,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.3791211554663,1.75,101325,1.42651647500886,1.18379921982464
135,216922.77767,16,1363.72448835972,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.34966733116925,1.75,101325,1.41762199812741,1.17641810998296
136,282991.63587,16,1779.07837979095,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.38867094286599,1.75,101325,1.4715736551556,1.22119006363167
137,330081.69617,16,2075.11860700554,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.33436746453946,1.75,101325,1.42130198185408,1.17947195614661
138,383129.7413,16,2408.61478928957,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.33430879488299,1.75,101325,1.4283174657818,1.18529377772795
139,447459.6382,16,2813.03638428521,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.31617656085786,1.75,101325,1.4162159589163,1.1752513038855
140,549105.23245,16,3452.04989638155,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.27477801165968,1.75,101325,1.38106235027671,1.14607897029482
141,619245.28302,16,3892.99807897679,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.26480978689675,1.75,101325,1.37576474791537,1.14168273817822
142,767092.00545,16,4822.4633848666,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.21026046542106,1.75,101325,1.32585886893553,1.10026818627083
143,905271.34799,16,5691.15294910365,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.16727092932594,1.75,101325,1.28584266413749,1.06706061184029
144,1116800.0,16,7020.96628560166,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.13045528096289,1.75,101325,1.25403436124074,1.04066439082721
145,1217270.0,16,7652.58921066828,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.09588052226614,1.75,101325,1.2191757283332,1.01173684378304
146,138510.01751,16,870.768412567878,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.38385076883113,1.75,101325,1.43195323483768,1.18831093220686
147,250457.10951,16,1574.54416355565,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.33871237345659,1.75,101325,1.41286909560146,1.17247389875183
148,338642.28749,16,2128.93632104792,1.0,0.0799083641846501,0.0199770910461625,0.0439496003015575,вода,1.40920107035969,1.75,101325,1.50229264171727,1.24668231203019
