,q,alfa,sample,Kq,lo,height_h,gap_D,gap_u,thickness_d,thickness_s,angle,angle/90,h/lo,D/lo,d/lo,u/lo,s/lo,liquid,a/a_smooth_Kut,Pr,P,Ts,a/a_smooth_Lab,T_krit,P_krit,a/a_smooth_Bor
98,694909.39394,131802.77704000002,20,4368.674271490499,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.5948731789239,1.75,"101,325",373.0,5.017199125686,647.0,21830000,4.1635386024231
99,726006.8181800001,136124.60214,20,4564.173883917199,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.6023201918411,1.75,"101,325",373.0,5.032669251837,647.0,21830000,4.1763765356605
100,757956.06061,138934.34240999998,20,4765.028606295,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.5578233087619004,1.75,"101,325",373.0,4.991171453981,647.0,21830000,4.1419394565331
101,794666.66667,142787.69892999998,20,4995.8165069677,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.5316879151863,1.75,"101,325",373.0,4.970381179659401,647.0,21830000,4.1246865814678
102,823425.45455,144469.67231,20,5176.6138566456,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.4723767604706,1.75,"101,325",373.0,4.9111446724657,647.0,21830000,4.0755289781527
103,861131.81818,146383.70255,20,5413.6617683566,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.3918012547012,1.75,"101,325",373.0,4.8298673405641,647.0,21830000,4.0080807265691
104,950575.75758,153623.1082,20,5975.9673584164,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.3009513481758,1.75,"101,325",373.0,4.7455616940159,647.0,21830000,3.9381194184741
105,1030000.0,165110.65552,20,6486.1582609633,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.3649327460494,1.75,"101,325",373.0,4.8293271654603,647.0,21830000,4.0076324605465
106,1130000.0,169207.44405999998,20,7101.0586123196,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.1984311052038,1.75,"101,325",373.0,4.6591563815752,647.0,21830000,3.866415695981
107,1200000.0,167647.82232,20,7549.4247615756,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,3.9852167533554,1.75,"101,325",373.0,4.4315796837751,647.0,21830000,3.6775604517368996
108,1330000.0,168040.78466,20,8339.032001431899,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,3.725868185047,1.75,"101,325",373.0,4.1569438746067,647.0,21830000,3.449653054714
109,1380000.0,177729.81983,20,8683.8565006845,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,3.8304975389873,1.75,"101,325",373.0,4.2794546543191005,647.0,21830000,3.5513190137017996
110,1460000.0,188448.22649,20,9207.537098455501,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,3.8983906271624,1.75,"101,325",373.0,4.3638145910998,647.0,21830000,3.6213253747182996
111,1630000.0,210293.26725,20,10274.889942268,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.0287941443326005,1.75,"101,325",373.0,4.5263048757166,647.0,21830000,3.7561684526136
112,1780000.0,222363.35194000002,20,11205.004521382,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.0092996908958,1.75,"101,325",373.0,4.5174332248598,647.0,21830000,3.7488062850207995
113,1870000.0,202395.30565,20,11746.35069514,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,3.5307103854663,1.75,"101,325",373.0,3.9844496859587997,647.0,21830000,3.3065082053393002
114,175483.28866,66405.96085,21,1103.2076050934,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,6.066535255912401,1.75,"101,325",373.0,6.3271110068815,647.0,21830000,5.250573130355
115,104956.70103,41648.4749,21,659.8293869803,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.4524372843144,1.75,"101,325",373.0,5.590035346388401,647.0,21830000,4.6389085564579
116,72082.02062000001,31684.954130000002,21,453.15673045403,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.396012067151999,1.75,"101,325",373.0,5.463328903063201,647.0,21830000,4.5337608127179
117,46598.43299,22957.32157,21,292.94952272982005,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.3059114153282,1.75,"101,325",373.0,5.294552284927,647.0,21830000,4.3937010010196
118,26170.45361,12515.2444,21,164.52531561131,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.3318175448580005,1.75,"101,325",373.0,4.2402103360352,647.0,21830000,3.5187519917423997
119,11307.21649,10785.89828,21,71.084872636362,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,6.7174744185824,1.75,"101,325",373.0,6.3940311472995,647.0,21830000,5.3061070210637995
120,247818.5567,86556.7332,21,1557.9564215052999,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,6.2102041467582,1.75,"101,325",373.0,6.5518991968838,647.0,21830000,5.437114322561599
121,329773.19588,101697.92455,21,2073.1791638329,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.9739287552691,1.75,"101,325",373.0,6.3629340229883,647.0,21830000,5.2803009738548
122,270913.40206,86485.09734,21,1703.146366566,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.8298667930884,1.75,"101,325",373.0,6.168930120083999,647.0,21830000,5.1193062199038
123,403237.1134,119395.3504,21,2535.0234404412,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,6.0924750956042,1.75,"101,325",373.0,6.5328494285897,647.0,21830000,5.421305811941901
124,469488.24741999997,114191.70252,21,2951.5232419609997,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.2383671779267,1.75,"101,325",373.0,5.6455591692838,647.0,21830000,4.684985176936401
125,521899.42268,119813.01059,21,3281.015625995,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,5.103779528943299,1.75,"101,325",373.0,5.519948199561799,647.0,21830000,4.5807465154393
126,575417.31959,125079.26215999998,21,3617.4656169346995,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.9761785638988,1.75,"101,325",373.0,5.3994839732891,647.0,21830000,4.4807788953125
127,645573.7732,133250.3049,21,4058.5169202237,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.8910802953998,1.75,"101,325",373.0,5.3275376129839005,647.0,21830000,4.4210739800937
128,725707.2164899999,142599.01599,21,4562.2903834116,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.8226108131515995,1.75,"101,325",373.0,5.2734860278689,647.0,21830000,4.3762191008054
129,896568.0412399999,164342.1007,21,5636.438028558299,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.7933512243601,1.75,"101,325",373.0,5.2785612284779,647.0,21830000,4.3804307721227005
130,999846.1855700001,179261.6701,21,6285.714863605301,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.8443208367095,1.75,"101,325",373.0,5.3541131007880995,647.0,21830000,4.443127732910701
131,1090000.0,187164.11551,21,6850.0314062092,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.7624620295015,1.75,"101,325",373.0,5.2787459939797,647.0,21830000,4.3805841003602
132,1180000.0,198570.00362,21,7419.7933819113005,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.7778565819702,1.75,"101,325",373.0,5.3099323691444,647.0,21830000,4.4064642126728
133,1290000.0,203835.30979,21,8085.5529894016,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.618238337139299,1.75,"101,325",373.0,5.1472605572011,647.0,21830000,4.271470493750201
134,1390000.0,220535.75031,21,8747.9806555136,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.7286510388123,1.75,"101,325",373.0,5.2841728165683,647.0,21830000,4.3850875662921
135,1500000.0,224239.09616999998,21,9410.5969220809,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.5684938819331,1.75,"101,325",373.0,5.1176404847358,647.0,21830000,4.2468901826988
136,1620000.0,229609.15918000002,21,10163.741407231,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.4324660426688,1.75,"101,325",373.0,4.9780206137417995,647.0,21830000,4.1310261900634
137,1750000.0,232887.21408,21,11022.250680119,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.2476642432417,1.75,"101,325",373.0,4.7833850668338,647.0,21830000,3.9695072643332003
138,1870000.0,248666.58279000001,21,11769.108483423,0.0025028669031172,480.0,135.0,120.0,105.0,200.0,70.0,0.77777777777778,0.19178007404316,0.053938145824639,0.041951891196940996,0.04794501851079,0.07990836418465,вода,4.3320221026132,1.75,"101,325",373.0,4.8890551466417005,647.0,21830000,4.0571979151086
139,5253.76685,3371.7528,28,33.028760678958996,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,3.5910782276401,1.75,"101,325",373.0,3.3319419655216,647.0,21830000,2.7650226046362
140,21649.48454,4933.77696,28,136.10342143266,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.9501360752691002,1.75,"101,325",373.0,1.8968662280487,647.0,21830000,1.574120453717
141,47956.18557,9231.409740000001,28,301.48528122585,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.0911032713678996,1.75,"101,325",373.0,2.0886251596516003,647.0,21830000,1.7332522111153998
142,86655.4322,14123.98838,28,544.77513246816,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.1144576582026002,1.75,"101,325",373.0,2.1540166469049,647.0,21830000,1.7875175441486002
143,135111.02300000002,19097.4914,28,849.40001548724,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.0950359113766996,1.75,"101,325",373.0,2.1660644124724,647.0,21830000,1.7975154206044999
144,193655.82871,23769.33776,28,1217.4525827213001,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.0267229110343,1.75,"101,325",373.0,2.1207310685463,647.0,21830000,1.7598954014094998
145,263319.58763,28564.15201,28,1655.4064712471,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.9641824004425001,1.75,"101,325",373.0,2.0764498994802,647.0,21830000,1.7231485328582001
146,339254.55987,34311.71921,28,2132.7854827041,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.9759374376311,1.75,"101,325",373.0,2.1065943527695,647.0,21830000,1.748164002999
147,427456.97859,35158.2992,28,2687.2860272435,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7222724941422,1.75,"101,325",373.0,1.8503553867378997,647.0,21830000,1.5355232845839
148,381033.90167,32779.09935,28,2395.4389123355,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7402882191731999,1.75,"101,325",373.0,1.8625595640021002,647.0,21830000,1.5456509597822
149,298523.9889,28244.71472,28,1876.7253416101998,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7788954467375002,1.75,"101,325",373.0,1.8884548272136,647.0,21830000,1.5671402260640999
150,225515.46391999998,23121.05126,28,1417.7439730158999,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7720780390331,1.75,"101,325",373.0,1.8637125246197,647.0,21830000,1.5466077478063998
151,161597.93814,18328.06745,28,1015.9148240541999,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7738230740691998,1.75,"101,325",373.0,1.8449376619621998,647.0,21830000,1.5310273685008002
152,109531.12609,14141.699059999999,28,688.58734196085,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7969003792789,1.75,"101,325",373.0,1.8448686665678,647.0,21830000,1.5309701124541
153,65919.90484,9684.86787,28,414.41746904702006,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.755823251873,1.75,"101,325",373.0,1.7724400348858003,647.0,21830000,1.4708649828042
154,33554.71848,5591.47637,28,210.94783951551997,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6262887973519,1.75,"101,325",373.0,1.6051402794411,647.0,21830000,1.3320307502931
155,12184.17922,3279.67275,28,76.598058310663,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.9385268139241,1.75,"101,325",373.0,1.8497877167914998,647.0,21830000,1.535052201879
156,5201.229179999999,2479.27102,28,32.69847306274,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.6591847217772,1.75,"101,325",373.0,2.4664685148851,647.0,21830000,2.0468067174793
157,21837.43061,4315.30239,28,137.28497857895002,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6953870181625,1.75,"101,325",373.0,1.6495511011491,647.0,21830000,1.3688852115003
158,48473.43378,7731.495370000001,28,304.73705615753,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7382392268417002,1.75,"101,325",373.0,1.7368002594318999,647.0,21830000,1.4412892021411001
159,87030.92784,12072.64685,28,547.1357540914,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.8018957603905001,1.75,"101,325",373.0,1.8358716692121002,647.0,21830000,1.5235039256717
160,36624.90087,4495.344370000001,28,230.24909941061,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.2297537129987,1.75,"101,325",373.0,1.2173091706618,647.0,21830000,1.0101878749811
161,198028.35052,21143.92871,28,1244.9412362054,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7749054500856,1.75,"101,325",373.0,1.8586159994474,647.0,21830000,1.5423783802326998
162,266721.64948,25267.69801,28,1676.7941517184,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7219620903997999,1.75,"101,325",373.0,1.8211640319904,647.0,21830000,1.51129874629
163,341107.85091,29344.39189,28,2144.4365338406,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6834476257671,1.75,"101,325",373.0,1.7950898971296,647.0,21830000,1.4896610428027999
164,427874.70262,32884.40854,28,2689.9121253195003,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6097821371816001,1.75,"101,325",373.0,1.7295555967803002,647.0,21830000,1.4352771958691999
165,110709.75416,14050.72516,28,695.9970016516901,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.7720146762801001,1.75,"101,325",373.0,1.8199678384893,647.0,21830000,1.5103060813203002
166,541364.9881,38239.99587,28,3403.3894427429,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.5877181787458,1.75,"101,325",373.0,1.7192800568903,647.0,21830000,1.4267500065109
167,652918.3187899999,41446.7092,28,4104.6897416514,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.5093416363747,1.75,"101,325",373.0,1.6446483376363998,647.0,21830000,1.3648166376542
168,762434.57573,45340.246419999996,28,4793.1836059969,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4812922963398,1.75,"101,325",373.0,1.6224489960981003,647.0,21830000,1.3463944436914
169,867202.81523,48151.351310000005,28,5451.8281952979,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4375491440097,1.75,"101,325",373.0,1.5813096663876998,647.0,21830000,1.3122548404913001
170,930103.09278,49810.86681,28,5847.262228279201,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4159601585568002,1.75,"101,325",373.0,1.5612014259125,647.0,21830000,1.2955679533759998
171,1010000.0,52485.40648,28,6379.7876041291,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4036794584373,1.75,"101,325",373.0,1.5521641143696001,647.0,21830000,1.2880683117376002
172,1080000.0,54173.20545,28,6810.362443761,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.384073360136,1.75,"101,325",373.0,1.5338195553718998,647.0,21830000,1.2728450212885
173,1120000.0,55521.07705,28,7072.139875828,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,80.0,0.88888888888889,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.3815481540521002,1.75,"101,325",373.0,1.5329472415217,647.0,21830000,1.2721211288741001
174,5689.928629999999,3360.5961,29,35.7707710232,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,3.3848563463831,1.75,"101,325",373.0,3.1489614109504,647.0,21830000,2.6131756112511
175,23788.263280000003,5970.49655,29,149.54924291001,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,2.2093027459642998,1.75,"101,325",373.0,2.1557125972921,647.0,21830000,1.7889249339547
176,52042.03013,7799.719690000001,29,327.17168604674,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.6685135210695001,1.75,"101,325",373.0,1.6710844863496,647.0,21830000,1.3867547594846001
177,94171.92704,10845.463679999999,29,592.02894412427,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.5317990653979998,1.75,"101,325",373.0,1.5647899620623003,647.0,21830000,1.298545911478
178,145821.96669,14173.257419999998,29,916.73631073659,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4739824251597,1.75,"101,325",373.0,1.5278355335435,647.0,21830000,1.2678791618007
179,210785.0912,17529.411959999998,29,1325.1388062524,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.408568982215,1.75,"101,325",373.0,1.478074483569,647.0,21830000,1.2265847967027
180,282299.76209000003,21133.458430000002,29,1774.7287894585002,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.3841141596988003,1.75,"101,325",373.0,1.4666251609911,647.0,21830000,1.2170835400591
181,363541.83188,23273.6961,29,2285.471834738,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.2769561421322,1.75,"101,325",373.0,1.3645349501169,647.0,21830000,1.132363654869
182,412294.60745,25113.13296,29,2591.9650238555,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.2616945699861999,1.75,"101,325",373.0,1.3538940880269,647.0,21830000,1.1235333017246998
183,319091.99048000004,21722.623369999998,29,2006.0298237514,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.305779470624,1.75,"101,325",373.0,1.389282512805,647.0,21830000,1.1529004982325
184,242868.35845,19136.24268,29,1526.8361000329999,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.3925016225434,1.75,"101,325",373.0,1.468131455807,647.0,21830000,1.2183335435881
185,171956.78033,15694.2837,29,1081.0375691955,0.0025028669031172,400.0,200.0,300.0,200.0,300.0,83.0,0.9222222222222201,0.1598167283693,0.07990836418465,0.07990836418465,0.11986254627697998,0.11986254627697998,вода,1.4542754797938,1.75,"101,325",373.0,1.5157149277621,647.0,21830000,1.2578208386624
