,q,alfa,sample,Kq,lo,height_h,gap_D,gap_u,thickness_d,thickness_s,angle,angle/90,h/lo,D/lo,d/lo,u/lo,s/lo,liquid,a/a_smooth_Kut,Pr,P,Ts,a/a_smooth_Lab,T_krit,P_krit,a/a_smooth_Bor
10,25011.92308,65295.05809,15,157.24200276033,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,23.327921738333,1.75,"101,325",373.0,22.800156176519998,647.0,21830000,18.920781895265
11,70036.15385,75863.19184,15,440.29501697175994,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,13.182695042753998,1.75,"101,325",373.0,13.334349005542,647.0,21830000,11.065551801308
12,110973.07692,93009.98728,15,697.65242806662,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,11.710513570515001,1.75,"101,325",373.0,12.028368703895,647.0,21830000,9.9817799071308
13,166269.23077,95956.08581,15,1045.2817546285,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,9.1033847634663,1.75,"101,325",373.0,9.477348075607999,647.0,21830000,7.8648073502562
14,223405.19230999998,106259.12179,15,1404.4773667952,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,8.1978437139517,1.75,"101,325",373.0,8.619054218735599,647.0,21830000,7.1525494717487
15,301208.46154,132570.22579,15,1893.6017670221,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,8.2973168453869,1.75,"101,325",373.0,8.8109644619028,647.0,21830000,7.3118067955285
16,398276.92308000004,141682.99781,15,2503.8403020038,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,7.2926745572024,1.75,"101,325",373.0,7.8165757445783,647.0,21830000,6.486610165560499
17,485453.84615,172695.3088,15,3051.8938816572,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,7.738836548619401,1.75,"101,325",373.0,8.3496987791976,647.0,21830000,6.9290240062061
18,550673.07692,203122.26182,15,3461.9064357484003,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,8.3335592853375,1.75,"101,325",373.0,9.029226070436199,647.0,21830000,7.4929318834094
19,621046.92308,218237.77835,15,3904.324416835,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,8.230790316038199,1.75,"101,325",373.0,8.953700319850698,647.0,21830000,7.4302565998174
20,688581.73077,241969.71525,15,4328.8942663122,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,8.4896710394442,1.75,"101,325",373.0,9.2671511872439,647.0,21830000,7.690374795978499
21,772798.07692,271563.59553,15,4858.3356407890005,0.0025028669031172,340.0,70.0,140.0,170.0,178.0,75.0,0.83333333333333,0.13584421911391,0.027967927464627996,0.06792210955695299,0.05593585492925499,0.07111844412433901,вода,8.7886875184135,1.75,"101,325",373.0,9.6305205113716,647.0,21830000,7.991917981736701
22,2243.3981,2016.8156800000002,17,14.103530108599,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.8970005035187,1.75,"101,325",373.0,3.5146672089938,647.0,21830000,2.9166577272963
23,5046.78826,4211.64344,17,31.727552134698,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.613597825739,1.75,"101,325",373.0,4.2749440908137,647.0,21830000,3.5475759082752996
24,9278.35052,7023.41028,17,58.330037774816,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.0236247603303,1.75,"101,325",373.0,4.7503224191156,647.0,21830000,3.9420701212929
25,14165.10706,10246.478229999999,17,89.051521400607,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.4502875405824005,1.75,"101,325",373.0,5.226973276120599,647.0,21830000,4.3376203462897
26,20927.973830000003,13359.39089,17,131.56751315041998,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.407248451763801,1.75,"101,325",373.0,5.2536052078256,647.0,21830000,4.3597209392565
27,37458.36638,19866.09462,17,235.48883190159,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.3496702418401,1.75,"101,325",373.0,5.299507482995599,647.0,21830000,4.3978130878482
28,47509.318,22821.3707,17,298.67596698597,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.203496471139401,1.75,"101,325",373.0,5.1957082949459,647.0,21830000,4.3116750025303
29,58420.69786,24714.59825,17,367.27234066653,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.8759083403417005,1.75,"101,325",373.0,4.902278277849,647.0,21830000,4.0681711724674
30,70113.00555,27128.711189999998,17,440.77815915898,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.7105199679699,1.75,"101,325",373.0,4.7648840622590996,647.0,21830000,3.954154147026
31,85289.33386,28891.427219999998,17,536.1869068342401,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.3736234226298,1.75,"101,325",373.0,4.4530893940946,647.0,21830000,3.6954103530461
32,97954.7383,30522.262810000004,17,615.81027499931,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.1937024137571,1.75,"101,325",373.0,4.2896513345946,647.0,21830000,3.5597807611589
33,114214.9088,33183.25058,17,718.03279369437,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.0946017208392,1.75,"101,325",373.0,4.209778966582,647.0,21830000,3.4934984233134
34,131220.2617,35357.40571,17,824.94003705545,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.958935793263,1.75,"101,325",373.0,4.0891718054956,647.0,21830000,3.3934121882781
35,148398.88977,38958.423819999996,17,932.9366062821301,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.0021984344384,1.75,"101,325",373.0,4.1508449283754,647.0,21830000,3.4445918248462
36,171064.23473,41324.727360000004,17,1075.4264189753,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.8432376469337006,1.75,"101,325",373.0,4.0049098990837,647.0,21830000,3.323487178074
37,189881.64155,43311.11919,17,1193.7254688192,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.7442084424547004,1.75,"101,325",373.0,3.9153115014306,647.0,21830000,3.249133663693
38,168011.49881,41823.28834,17,1056.2348394864,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.938941836318,1.75,"101,325",373.0,4.102177083856,647.0,21830000,3.4042046597612
39,149405.23394,40932.33473,17,939.26317190649,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.185131850806799,1.75,"101,325",373.0,4.341550675688,647.0,21830000,3.6028495939218996
40,131145.91594,38513.26927,17,824.47264891573,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.3140059801195,1.75,"101,325",373.0,4.455838461302901,647.0,21830000,3.6976916751852995
41,113750.19825999999,37444.75011,17,715.11130637891,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.6336488549239006,1.75,"101,325",373.0,4.7633415949127,647.0,21830000,3.9528741256079
42,101361.22125,34768.58326,17,637.22574951975,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.6641811188102,1.75,"101,325",373.0,4.776333800143299,647.0,21830000,3.9636557483127004
43,83624.10785,32823.530080000004,17,525.71816070771,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.037927743107099,1.75,"101,325",373.0,5.126093462336501,647.0,21830000,4.2539049129625
44,67391.15781,29268.53027,17,423.66676838437996,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.224895013985099,1.75,"101,325",373.0,5.2782246233968,647.0,21830000,4.3801514393288
45,58187.946070000005,26692.9819,17,365.80910421372,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.2809574559131,1.75,"101,325",373.0,5.3088115075666,647.0,21830000,4.405534062138599
46,46822.759710000006,23899.63455,17,294.35979344801,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.505161338836401,1.75,"101,325",373.0,5.4942551117292,647.0,21830000,4.559425025036701
47,37458.36638,20673.10576,17,235.48883190159,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.566987412782401,1.75,"101,325",373.0,5.5147869154707,647.0,21830000,4.5764634074716
48,28821.570180000002,17441.87532,17,181.19204202353,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.6427333478864,1.75,"101,325",373.0,5.5411977825749,647.0,21830000,4.598380549278599
49,15721.649480000002,11173.993359999999,17,98.837008374935,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.5253326367865006,1.75,"101,325",373.0,5.317390658702,647.0,21830000,4.4126534979100995
50,8730.76923,6798.43252,17,54.887568419769,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.0742368031557,1.75,"101,325",373.0,4.7884616905253,647.0,21830000,3.9737201166000005
51,20865.97938,14210.44392,17,131.17777376705,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.7636712244221,1.75,"101,325",373.0,5.5993467309286,647.0,21830000,4.6466356384421
52,38059.0801,21004.636980000003,17,239.26532793975,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.5936214923852,1.75,"101,325",373.0,5.544110627070401,647.0,21830000,4.6007977825189
53,58304.321970000005,26596.75505,17,366.54072247156,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.254565683873,1.75,"101,325",373.0,5.2826323460076,647.0,21830000,4.3838092019129
54,85682.79144,33631.58967,17,538.6604494596,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.0748191151016,1.75,"101,325",373.0,5.1678181549154,647.0,21830000,4.288530281395101
55,115515.46392000001,37873.132000000005,17,726.20896995698,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.636409948524,1.75,"101,325",373.0,4.7686271743373,647.0,21830000,3.9572603804522997
56,145971.45123,41814.65214,17,917.6760724804599,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.3454988199854,1.75,"101,325",373.0,4.5044188776688,647.0,21830000,3.7380062877399
57,195030.72957999998,48549.21535,17,1226.0961470608,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,4.1191611201699,1.75,"101,325",373.0,4.3112421558269,647.0,21830000,3.5776979726163
58,211731.36399999997,48294.93924,17,1331.0877222855,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.8685719938082004,1.75,"101,325",373.0,4.0600719133121,647.0,21830000,3.3692635504829003
59,236270.4203,51044.91678,17,1485.3569620444,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.7867326875797005,1.75,"101,325",373.0,3.9887348077229,647.0,21830000,3.3100642272221
60,261201.42744,52288.83835,17,1642.0902720336999,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.6159699077405,1.75,"101,325",373.0,3.8216202411348,647.0,21830000,3.1713836742707997
61,287244.25059,53571.62213,17,1805.8132155492,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.4662313965132006,1.75,"101,325",373.0,3.6749897538511003,647.0,21830000,3.0497018994789
62,5732.95004,5455.01823,17,36.041232940436004,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,5.465503697605901,1.75,"101,325",373.0,5.0858826330425,647.0,21830000,4.2205358287768
63,528610.2299800001,72275.01709,17,3323.2043364199,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,3.0513498534467995,1.75,"101,325",373.0,3.3015665779978995,647.0,21830000,2.7398154929887997
64,566392.14909,72603.64047,17,3560.7272413953997,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.9206198748500003,1.75,"101,325",373.0,3.1673968451,647.0,21830000,2.6284743147331002
65,633371.92704,75313.0584,17,3981.8077954821,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.8016108669348996,1.75,"101,325",373.0,3.0496732450155,647.0,21830000,2.5307810119382004
66,692522.40285,77842.13252999999,17,4353.668017938499,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.7202557830989997,1.75,"101,325",373.0,2.9699404349889,647.0,21830000,2.4646144867297
67,732773.9889,79122.18894,17,4606.7169332313,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.6577734480445,1.75,"101,325",373.0,2.9071927656414998,647.0,21830000,2.4125431343686
68,769018.23949,78894.3256,17,4834.573005437001,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.5620571671889,1.75,"101,325",373.0,2.8070075019754,647.0,21830000,2.3294040756589998
69,851882.23632,80384.90432,17,5355.5125899943,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.4300068715958,1.75,"101,325",373.0,2.6714293298908,647.0,21830000,2.2168940996785
70,916754.5598700001,82717.73509,17,5763.344248763299,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.3753093343351,1.75,"101,325",373.0,2.6176936174348,647.0,21830000,2.1723013483177
71,965413.56067,83455.26213999999,17,6069.247905736701,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.3112825764903,1.75,"101,325",373.0,2.5515281334131004,647.0,21830000,2.1173937116121997
72,999660.98335,84641.79139,17,6284.550556171,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.2876344239835,1.75,"101,325",373.0,2.5283580960591,647.0,21830000,2.0981659826491
73,1060000.0,86352.70378,17,6674.6958495245,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.2375236662444,1.75,"101,325",373.0,2.4779441112509,647.0,21830000,2.056329777509
74,1130000.0,89006.04386,17,7083.1415690585,0.0025028669031172,420.0,205.0,120.0,145.0,200.0,70.0,0.77777777777778,0.16780756478776998,0.081906073289266,0.057933564033870996,0.04794501851079,0.07990836418465,вода,2.2123563758603,1.75,"101,325",373.0,2.4549280621697998,647.0,21830000,2.0372298362023002
75,29842.66667,16956.00361,20,187.61135079022,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.3534759608364,1.75,"101,325",373.0,5.2632497743555,647.0,21830000,4.3677245133713
76,48256.636360000004,20764.592930000003,20,303.37411975295,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.6830865572582,1.75,"101,325",373.0,4.6785106509015995,647.0,21830000,3.8824768977477997
77,83193.09091,30768.5242,20,523.00849433569,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.7396282572918,1.75,"101,325",373.0,4.8217429936605,647.0,21830000,4.0013387115313
78,116937.5,41374.29847,20,735.1488583654599,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.0218261730347,1.75,"101,325",373.0,5.1671413100457,647.0,21830000,4.2879685995339
79,145643.59091,54110.673870000006,20,915.6149189587,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.6321948863129006,1.75,"101,325",373.0,5.8377333778792,647.0,21830000,4.8444615532637
80,174541.0,58223.17026,20,1097.2837360808999,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.3390787102537,1.75,"101,325",373.0,5.5674087556964,647.0,21830000,4.6201318084302
81,205660.0,65653.91369,20,1292.9189884463,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.3672822477889,1.75,"101,325",373.0,5.627510289809701,647.0,21830000,4.6700072570774
82,254303.18181999997,75846.95979,20,1598.7231965253,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.344297399248799,1.75,"101,325",373.0,5.6432056904931,647.0,21830000,4.6830321350998
83,293507.27273,83865.95072000001,20,1845.1868431377,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.3450425134612995,1.75,"101,325",373.0,5.6710306625395,647.0,21830000,4.7061227763768
84,352472.72727,94440.6595,20,2215.8838957349,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.295047301823,1.75,"101,325",373.0,5.6523740964482,647.0,21830000,4.690640565851701
85,412327.27273,104972.71687,20,2592.1703800783,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,5.273581847099201,1.75,"101,325",373.0,5.658968747718,647.0,21830000,4.6961131581175
86,114301.51515,33843.78323,20,718.5772602626599,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.1738920220927,1.75,"101,325",373.0,4.2914080549662,647.0,21830000,3.5612385811293
87,189326.74242,54097.69613,20,1190.2369945322,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.6862892681275,1.75,"101,325",373.0,4.8999655577772,647.0,21830000,4.0662519543829
88,246110.90909,65726.8786,20,1547.2209842762,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.7386005317895,1.75,"101,325",373.0,4.9981735321139995,647.0,21830000,4.147750153273201
89,340657.57576,79318.24184,20,2141.6057972294,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.554588436697,1.75,"101,325",373.0,4.856424152323,647.0,21830000,4.0301189810105
90,410826.81818,91739.38446,20,2582.7374996981,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.620546740241401,1.75,"101,325",373.0,4.9576081457578,647.0,21830000,4.114086838785299
91,427266.66667,91658.07166,20,2686.089596751,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.491383131067099,1.75,"101,325",373.0,4.825329114202099,647.0,21830000,4.0043146650333
92,492284.39394,97907.20002999999,20,3094.8353624468,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.3447228604232,1.75,"101,325",373.0,4.6898557402459,647.0,21830000,3.8918916561119996
93,553939.39394,110978.2184,20,3482.4407316613,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.534327332973,1.75,"101,325",373.0,4.9138113568341,647.0,21830000,4.077741934631
94,569937.87879,114745.07117000001,20,3583.0181159312,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.5957190448439,1.75,"101,325",373.0,4.9850699583485,647.0,21830000,4.1368761110365995
95,598760.45455,121443.98642,20,3764.2164797162,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.6989144062368,1.75,"101,325",373.0,5.10539686274,647.0,21830000,4.236729774164901
96,634542.42424,124685.44234000001,20,3989.1663389801,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.6322499155774,1.75,"101,325",373.0,5.042712482039,647.0,21830000,4.1847109420875
97,676227.27273,127667.96027000001,20,4251.225719235,0.0025028669031172,570.0,210.0,180.0,140.0,140.0,80.0,0.88888888888889,0.22773883792625,0.083903782393883,0.05593585492925499,0.071917527766185,0.05593585492925499,вода,4.5364459250339,1.75,"101,325",373.0,4.9489040133998,647.0,21830000,4.1068636869499
